,logit_0,logit_1,prediction,target
0,0.4135761537049405,0.5864238462950597,1,True
1,0.5681872388945451,0.4318127611054546,0,True
2,0.7718254306612767,0.22817456933872265,0,True
3,0.7718254306612767,0.22817456933872265,0,True
4,0.781407607704099,0.21859239229590027,0,False
5,0.7787175751683855,0.22128242483161378,0,False
6,0.8443513235089174,0.15564867649108233,0,False
7,0.8116774885959747,0.18832251140402476,0,False
8,0.43415792955183746,0.5658420704481625,1,True
9,0.09964846145076663,0.9003515385492336,1,True
10,0.00018200615529610661,0.9998179938447038,1,True
11,0.25128724776275096,0.7487127522372496,1,True
12,0.2774802019527822,0.7225197980472184,1,False
13,0.7207181167130692,0.2792818832869309,0,False
14,0.47404341661018046,0.5259565833898195,1,False
15,0.6608779537165407,0.3391220462834591,0,False
16,0.5851289723702522,0.41487102762974776,0,True
17,0.5951293947997728,0.4048706052002269,0,True
18,0.24511413127931506,0.7548858687206854,1,True
19,0.10245944772096452,0.8975405522790356,1,True
20,0.2774802019527822,0.7225197980472184,1,False
21,0.5725350966606881,0.4274649033393116,0,False
22,0.5654300198288224,0.4345699801711773,0,False
23,0.7888800380051427,0.21111996199485666,0,False
24,0.26030392313600087,0.739696076864,1,True
25,0.43706790708058585,0.562932092919414,1,True
26,0.3776114460389786,0.6223885539610217,1,True
27,0.4497866646734244,0.5502133353265757,1,True
28,0.812474358771428,0.18752564122857143,0,False
29,0.7525264920795077,0.24747350792049205,0,False
30,0.5331803839831841,0.46681961601681576,0,False
31,0.8018397639331373,0.19816023606686206,0,False
32,0.09964846145076663,0.9003515385492336,1,True
33,0.5289717627796158,0.47102823722038406,0,True
34,0.5850198014556175,0.4149801985443821,0,True
35,0.6360789996590314,0.36392100034096797,0,True
36,0.5056686699163011,0.4943313300836988,0,True
37,0.5458185476760651,0.4541814523239346,0,False
38,0.782678858508147,0.21732114149185228,0,False
39,0.6839891391181938,0.31601086088180597,0,False
40,0.11136873962099149,0.8886312603790089,1,True
41,0.6332162008899608,0.36678379911003883,0,True
42,0.6195071872702824,0.3804928127297172,0,True
43,0.6331895665924178,0.36681043340758196,0,True
44,0.2538469490633372,0.7461530509366635,1,True
45,0.2763746552121671,0.7236253447878334,1,True
46,0.00018200615529610661,0.9998179938447038,1,True
47,0.07289929611028376,0.9271007038897162,1,True
48,0.07289929611028376,0.9271007038897162,1,True
49,0.6277251383245942,0.37227486167540547,0,False
50,0.8429814803233466,0.15701851967665303,0,False
51,0.5336536588830264,0.4663463411169733,0,False
52,0.7523271010711157,0.24767289892888406,0,False
53,0.8027826426979077,0.19721735730209203,0,False
54,0.8015937352029227,0.19840626479707674,0,False
55,0.8362322648336731,0.16376773516632656,0,False
56,0.7141009580295794,0.28589904197042026,0,False
57,0.2305340018607273,0.769465998139273,1,False
58,0.7202179573162756,0.27978204268372436,0,True
59,0.09753708332688348,0.9024629166731163,1,True
60,0.7513264106794263,0.24867358932057348,0,True
61,0.2397301640957958,0.7602698359042047,1,True
62,0.46620750448274406,0.5337924955172562,1,False
63,0.6608779537165407,0.3391220462834591,0,False
64,0.5206186035715444,0.47938139642845556,0,False
65,0.4393193630404321,0.5606806369595677,1,False
66,0.440944798591197,0.5590552014088029,1,True
67,0.2519111812022282,0.7480888187977727,1,True
68,0.44280242690765304,0.5571975730923467,1,True
69,0.7299736035484448,0.270026396451555,0,True
70,0.10670089431663139,0.8932991056833688,1,True
71,0.5145307785659338,0.4854692214340663,0,False
72,0.6355186788267676,0.364481321173232,0,False
73,0.5206186035715444,0.47938139642845556,0,False
74,0.64666983426087,0.3533301657391297,0,False
75,0.44193390534500965,0.5580660946549902,1,False
76,0.5279698998684572,0.47203010013154284,0,True
77,0.10000109592234581,0.8999989040776543,1,True
78,0.00018200615529610661,0.9998179938447038,1,True
79,0.4387827329328219,0.5612172670671779,1,True
80,0.6838846024004637,0.31611539759953605,0,False
81,0.600293651787658,0.3997063482123419,0,False
82,0.5239341178006138,0.4760658821993864,0,False
83,0.8169670831566758,0.1830329168433238,0,False
84,0.4715572690452927,0.5284427309547074,1,True
85,0.24249563954323444,0.7575043604567662,1,True
86,0.2782126481660691,0.7217873518339318,1,True
87,0.11594426662665391,0.8840557333733464,1,True
88,0.4285545547359108,0.571445445264089,1,True
89,0.24945326471981497,0.7505467352801856,1,False
90,0.6360789996590314,0.36392100034096797,0,False
91,0.7951565121637685,0.2048434878362308,0,False
92,0.6355762570889655,0.36442374291103435,0,False
93,0.5574468806833092,0.4425531193166905,0,False
94,0.7825976349229258,0.21740236507707367,0,True
95,0.723294920422948,0.27670507957705176,0,True
96,0.07289929611028376,0.9271007038897162,1,True
97,0.4259192951426017,0.5740807048573984,1,True
98,0.7601773785259582,0.23982262147404115,0,False
99,0.7306108893977129,0.2693891106022869,0,False
100,0.2787508839995553,0.7212491160004456,1,False
101,0.8010761020277504,0.1989238979722494,0,False
102,0.08159743083605517,0.9184025691639451,1,True
103,0.09368574854157531,0.9063142514584246,1,True
104,0.42194892531793926,0.578051074682061,1,True
105,0.25830554359196434,0.7416944564080367,1,True
106,0.440944798591197,0.5590552014088029,1,True
107,0.7816306190180261,0.21836938098197323,0,False
108,0.7829767854438212,0.2170232145561783,0,False
109,0.7197847245102593,0.2802152754897403,0,False
110,0.45202345857072873,0.5479765414292712,1,False
111,0.5683109054454526,0.4316890945545471,0,False
112,0.1097758607636833,0.8902241392363169,1,True
113,0.00018200615529610661,0.9998179938447038,1,True
114,0.4359296120676912,0.5640703879323086,1,True
115,0.07289929611028376,0.9271007038897162,1,True
116,0.440944798591197,0.5590552014088029,1,False
117,0.25128724776275096,0.7487127522372496,1,False
118,0.42870693283034633,0.5712930671696538,1,False
119,0.7942684177166413,0.20573158228335808,0,False
120,0.10552341379632885,0.8944765862036712,1,True
121,0.27685068049482076,0.72314931950518,1,True
122,0.5122608949087825,0.4877391050912175,0,True
123,0.0902127592221149,0.9097872407778851,1,True
124,0.00018200615529610661,0.9998179938447038,1,True
125,0.6296034264486701,0.37039657355132954,0,False
126,0.43894912968225924,0.5610508703177407,1,False
127,0.5225517009009555,0.4774482990990447,0,False
128,0.4510234462638844,0.5489765537361155,1,False
129,0.451444924971066,0.5485550750289341,1,False
130,0.6318625358284305,0.368137464171569,0,True
131,0.00018200615529610661,0.9998179938447038,1,True
132,0.4715572690452927,0.5284427309547074,1,True
133,0.2557791771243952,0.7442208228756054,1,True
134,0.5331803839831841,0.46681961601681576,0,False
135,0.38374417120153004,0.6162558287984703,1,False
136,0.5345649333311506,0.46543506666884915,0,False
137,0.5210248531611277,0.4789751468388722,0,False
138,0.00018200615529610661,0.9998179938447038,1,True
139,0.00018200615529610661,0.9998179938447038,1,True
140,0.00018200615529610661,0.9998179938447038,1,True
141,0.00018200615529610661,0.9998179938447038,1,True
142,0.00018200615529610661,0.9998179938447038,1,True
143,0.10079149461879948,0.8992085053812006,1,False
144,0.4605803655794959,0.5394196344205043,1,False
145,0.1359570853638922,0.8640429146361076,1,False
146,0.1190596527195725,0.8809403472804272,1,False
147,0.12503661152334963,0.8749633884766503,1,False
148,0.6350686371048097,0.36493136289518996,0,True
149,0.7525264920795077,0.24747350792049205,0,True
150,0.00018200615529610661,0.9998179938447038,1,True
151,0.00018200615529610661,0.9998179938447038,1,True
152,0.10828405415675749,0.8917159458432427,1,True
153,0.5420416587070536,0.4579583412929463,0,True
154,0.5216643066093608,0.4783356933906393,0,True
155,0.00018200615529610661,0.9998179938447038,1,True
156,0.5216643066093608,0.4783356933906393,0,True
157,0.6389545975798097,0.3610454024201898,0,False
158,0.6500799924985418,0.34992000750145774,0,False
159,0.09964846145076663,0.9003515385492336,1,False
160,0.1190596527195725,0.8809403472804272,1,False
161,0.6924437505160812,0.3075562494839185,0,False
162,0.7857969497559876,0.21420305024401212,0,False
163,0.5770548202319907,0.42294517976800905,0,False
164,0.11157322108325954,0.8884267789167404,1,False
165,0.2958684099843225,0.7041315900156779,1,False
166,0.11081843828790686,0.8891815617120932,1,True
167,0.6600162868432936,0.33998371315670606,0,True
168,0.5078052386930062,0.49219476130699386,0,True
169,0.5811630511489874,0.4188369488510126,0,True
170,0.3776114460389786,0.6223885539610217,1,True
171,0.00018200615529610661,0.9998179938447038,1,True
172,0.10932786154303796,0.8906721384569622,1,True
173,0.11087220364100975,0.8891277963589903,1,True
174,0.00018200615529610661,0.9998179938447038,1,True
175,0.4285545547359108,0.571445445264089,1,True
176,0.10599698095621542,0.8940030190437847,1,False
177,0.6400624013337727,0.3599375986662268,0,False
178,0.5857192906427374,0.41428070935726236,0,False
179,0.7857969497559876,0.21420305024401212,0,False
180,0.6369978420405628,0.36300215795943713,0,False
181,0.08502245178238518,0.9149775482176149,1,False
182,0.13633582308870737,0.8636641769112924,1,False
183,0.5931160214473296,0.4068839785526702,0,False
184,0.7301122293276243,0.2698877706723755,0,False
185,0.6604696050007322,0.33953039499926746,0,False
186,0.6838846024004637,0.31611539759953605,0,True
187,0.5857098576680619,0.41429014233193784,0,True
188,0.41352362474535725,0.586476375254643,1,True
189,0.440944798591197,0.5590552014088029,1,True
190,0.12671729501020051,0.8732827049897995,1,True
191,0.7825976349229258,0.21740236507707367,0,False
192,0.5862182652807577,0.41378173471924207,0,False
193,0.5458185476760651,0.4541814523239346,0,False
194,0.7234583739655953,0.2765416260344047,0,False
195,0.5875279595966,0.41247204040339985,0,False
196,0.5076383668859982,0.49236163311400183,0,True
197,0.5340736056048274,0.4659263943951722,0,True
198,0.2507949730039012,0.7492050269960995,1,True
199,0.4261011784750943,0.5738988215249057,1,True
200,0.432749067538666,0.5672509324613341,1,True
201,0.7243623807404083,0.27563761925959146,0,False
202,0.5731812813976529,0.4268187186023467,0,False
203,0.5606793929871754,0.4393206070128245,0,False
204,0.6413292088481328,0.3586707911518668,0,False
205,0.6094195025676132,0.39058049743238654,0,False
206,0.5882643559737075,0.41173564402629237,0,True
207,0.5927873597812251,0.4072126402187747,0,True
208,0.7857969497559876,0.21420305024401212,0,True
209,0.5827903690741099,0.41720963092588986,0,True
210,0.6326259237259467,0.36737407627405294,0,True
211,0.8035707441858384,0.19642925581416137,0,False
212,0.7951565121637685,0.2048434878362308,0,False
213,0.8443513235089174,0.15564867649108233,0,False
214,0.6094195025676132,0.39058049743238654,0,False
215,0.8443513235089174,0.15564867649108233,0,False
216,0.24690715780858363,0.7530928421914169,1,True
217,0.6294240037862793,0.37057599621372034,0,True
218,0.46847966267037644,0.5315203373296239,1,True
219,0.00018200615529610661,0.9998179938447038,1,True
